referencia;proveedor;estante;nombre;referencia2;iva;cantidad;costo;precio;unidad_medida;fecha;fecha_trx
1537;0;0;CAL SUPERIOR POLVO;243044605286;16;0;5000;6800;;02/02/2011;01/12/2011
770435300516;0;0;PARRILLA AREPAS GAS HACEB;770435300516;16;14;5751;12500;;02/02/2011;04/04/2016
1082;0;0;AMARRA TEJA INYECTADO;243044605288;16;834;80;200;;02/02/2011;07/04/2016
1083;0;0;AMARRA TEJA SENCILLA;243044605289;16;3;78;150;;02/02/2011;04/08/2013
770256114200;0;0;MOLINO CORONA;770256114200;16;0;45235;69000;;02/02/2011;07/04/2016
1784;0;0;"CLAVO CAJA  CONCRETO 1""";243044605291;16;9;3181;5000;;02/02/2011;29/02/2016
745301001408;0;0;ESMERIL SEGURITY;745301001408;16;0;0;150000;;02/02/2011;18/01/2013
1153;0;0;BASCULA COLUMPIO;243044605293;16;3;36213;60000;;02/02/2011;05/04/2016
3258;0;0;RUANA ASFALTICA;243044605294;16;1;20000;29000;;02/02/2011;29/01/2014
770286011804;0;0;EMBUDO MEDIANO;770286011804;16;0;1497;2600;;02/02/2011;06/05/2014
2912;0;0;PEGA PVC X 1/128;243044605299;16;48;1454;2500;;02/02/2011;18/04/2016
2913;0;0;PEGA PVC X 1/256;243044605300;16;7;941;1800;;02/02/2011;12/03/2015
1950;0;0;CORTADORA VALDOSIN MT 124A;243044605301;16;1;55000;98000;;02/02/2011;10/08/2011
2468;0;0;LAIMNA ZINC  CALIBRE 35, 90X25;243044605302;16;5;0;17000;;02/02/2011;        
2186;0;0;ESCUDO BANDERA;243044605303;16;6;10000;16000;;02/02/2011;14/12/2015
2911;0;0;PATE CABRA  TEMPLADORA;243044605308;16;6;3600;8000;;02/02/2011;04/12/2015
1150;0;0;BARRETON CURVO;243044605309;16;2;0;0;;02/02/2011;        
1151;0;0;BARRETON PLANO;243044605310;16;1;0;0;;02/02/2011;        
1847;0;0;COCHE INDUCERA;243044605311;16;0;91872;130000;;02/02/2011;27/07/2015
1097;0;0;ANTENA VENTURELLO  GRANDE;243044605312;16;0;0;85000;;02/02/2011;01/10/2012
3667;0;0;"UNION HEMBRA 1""";243044605313;16;31;831;1800;;02/02/2011;02/03/2016
3677;0;0;"UNION MACHO 1""";243044605315;16;13;695;1500;;02/02/2011;27/02/2016
3390;0;0;"TAPON LISO 1"" PRESION";243044605316;16;18;438;1000;;02/02/2011;11/01/2016
3409;0;0;"TAPON ROSCA 1""";243044605317;16;23;743;1500;;02/02/2011;29/02/2016
1868;0;0;"CODO PRESION 1""";243044605318;16;29;833;1500;;02/02/2011;28/03/2016
3672;0;0;"UNION LISA 1"" PRESION";243044605319;16;46;439;1000;;02/02/2011;29/03/2016
3420;0;0;"TE PRESION 1""";243044605320;16;32;1160;2500;;02/02/2011;12/03/2016
1861;0;0;"CODO MEDIO 1""";243044605321;16;15;954;1600;;02/02/2011;10/11/2015
3419;0;0;"TE PRESION 1 1/2""";243044605322;16;6;0;3500;;02/02/2011;29/03/2016
3408;0;0;"TAPON ROSCA 1 1/2""";243044605323;16;6;0;2200;;02/02/2011;16/02/2016
3389;0;0;TAPON LISO 1 1/2 PRESION;243044605324;16;16;0;1800;;02/02/2011;06/12/2015
1867;0;0;CODO PRESION 1 1/2;243044605325;16;3;2200;3300;;02/02/2011;09/11/2014
3666;0;0;UNION HEMBRA 1 1/2;243044605326;16;3;0;2400;;02/02/2011;28/11/2015
3671;0;0;UNION LISA 1 1/2 PRESION;243044605327;16;2;770;1300;;02/02/2011;06/02/2016
3676;0;0;UNION MACHO 1 1/2;243044605328;16;6;1441;2500;;02/02/2011;16/02/2016
1859;0;0;CODO MEDIO 1 1/2   C X E;243044605329;16;13;537;1600;;02/02/2011;26/03/2016
3421;0;0;"TE PRESION 2""";243044605330;16;6;0;5500;;02/02/2011;10/08/2014
1869;0;0;"CODO PRESION 2""";243044605331;16;0;3840;5800;;02/02/2011;04/09/2014
3678;0;0;"UNION MACHO 2""";243044605332;16;7;2426;4000;;02/02/2011;23/04/2015
3669;0;0;"UNION HEMBRA 2""  PRESION";243044605333;16;10;2867;4500;;02/02/2011;27/08/2014
3391;0;0;"TAPON LISO 2"" PRESION";243044605334;16;12;0;2600;;02/02/2011;04/10/2015
3673;0;0;"UNION LISA PRESION 2""";243044605335;16;3;1283;2400;;02/02/2011;12/12/2015
3410;0;0;"TAPON ROSCA 2""";243044605336;16;11;0;3600;;02/02/2011;23/04/2015
1373;0;0;"BUJE PRESSION 2"" 3X4";243044605337;16;6;0;3300;;02/02/2011;        
1374;0;0;"BUJE PRESSION 2"" X1/2";243044605338;16;0;0;3300;;02/02/2011;18/03/2011
3685;0;0;"UNION PRESION HEMBRA 3""";243044605339;16;3;0;0;;02/02/2011;17/11/2015
3422;0;0;"TE PRESION 3""";243044605340;16;1;0;0;;02/02/2011;        
1870;0;0;"CODO PRESION 3""";243044605341;16;2;12700;20000;;02/02/2011;23/12/2014
1372;0;0;BUJE PRESION 4X3;243044605342;16;4;0;4200;;02/02/2011;29/05/2014
3393;0;0;"TAPON LISO PRESION  3""";243044605343;16;2;0;0;;02/02/2011;        
3674;0;0;"UNION LISA PRESION 3""";243044605344;16;1;0;10500;;02/02/2011;        
1866;0;0;"CODO MEDIO PRESION 3""";243044605345;16;1;0;0;;02/02/2011;        
1858;0;0;"CODO MEDIO CXE 2""";243044605346;16;19;975;1800;;02/02/2011;24/03/2016
1856;0;0;"CODO MEDIO CXC 2""";243044605347;16;21;966;2400;;02/02/2011;02/04/2016
1857;0;0;"CODO CXE 2""";243044605348;16;26;1060;1800;;02/02/2011;20/03/2016
3281;0;0;"SIFON SIN REGISTRO 2""";243044605349;16;14;1863;3500;;02/02/2011;25/03/2016
3275;0;0;"SIFON CON REGISTRO 2""";243044605350;16;11;2222;4600;;02/02/2011;25/03/2016
3425;0;0;"TE SANITARIA 2""";243044605351;16;40;1524;3000;;02/02/2011;18/04/2016
3774;0;0;"YE SANITARIA 2""";243044605352;16;7;1935;3500;;02/02/2011;18/04/2016
1874;0;0;"CODO SANITARIA 2""";243044605353;16;44;1060;1800;;02/02/2011;09/04/2016
3688;0;0;"UNION SANITARIA 2""";243044605354;16;25;466;1300;;02/02/2011;09/04/2016
1878;0;0;CODO SANITARIA CXE 1 1/2;243044605355;16;14;607;1600;;02/02/2011;09/03/2016
1877;0;0;CODO SANITARIA CXC 1 1/2;243044605356;16;96;716;1300;;02/02/2011;18/04/2016
3424;0;0;TE SANITARIA 1 1/2;243044605357;16;39;1041;2600;;02/02/2011;02/04/2016
3404;0;0;TAPON PRUEBA 1 1/2;243044605358;16;23;177;650;;02/02/2011;24/03/2016
3662;0;0;UNION  SANITARIA 1 1/2;243044605359;16;36;287;1200;;02/02/2011;04/04/2016
3280;0;0;SIFON SIN REGISTRO 1 1/2;243044605360;16;8;1494;3000;;02/02/2011;18/04/2016
3274;0;0;SIFON CON REGISTRO 1 1/2;243044605361;16;5;1503;3000;;02/02/2011;19/02/2016
1860;0;0;CODO MEDIO 1 1/2 CXC;243044605362;16;25;579;1600;;02/02/2011;26/03/2016
3405;0;0;"TAPON PRUEBA 2""";243044605363;16;31;285;800;;02/02/2011;20/03/2016
1357;0;0;"BUJE 2""  1. 1/2";243044605364;16;23;388;1300;;02/02/2011;18/04/2016
3051;0;0;PLAFON CORTINA 1/2 DORADO;243044605365;16;83;303;600;;02/02/2011;09/04/2016
3050;0;0;PLAFON CORTINA 1/2 CROMADO;243044605366;16;50;302;600;;02/02/2011;03/01/2016
3049;0;0;PLAFON CORTINA 1/2 ANONIZADO;243044605367;16;72;173;400;;02/02/2011;04/04/2016
3054;0;0;PLAFON CORTINA 3/4 DORADO;243044605368;16;93;320;650;;02/02/2011;09/04/2016
3053;0;0;PLAFON CORTINA 3/4 CROMADO;243044605369;16;6;307;600;;02/02/2011;13/03/2016
3052;0;0;PLAFON CORTINA 3/4 ANONIZADO;243044605370;16;59;184;500;;02/02/2011;01/04/2016
3048;0;0;"PLAFON CORTINA 1"" DORADO";243044605371;16;60;359;700;;02/02/2011;04/04/2016
3047;0;0;"PLAFON CORTINA 1"" CROMADO";243044605372;16;24;353;700;;02/02/2011;07/04/2016
3046;0;0;"PLAFON CORTINA 1"" ANONIZADO";243044605373;16;75;237;700;;02/02/2011;29/03/2016
3308;0;0;"SOPORTE CORTINA 1"" DORADO";243044605374;16;51;427;750;;02/02/2011;09/04/2016
3307;0;0;"SOPORTE CORTINA 1"" CROMADO";243044605375;16;58;427;800;;02/02/2011;16/06/2015
3306;0;0;"SOPORTE CORTINA 1"" ANONIZADO";243044605376;16;95;266;750;;02/02/2011;02/04/2016
3449;0;0;TERMINAL CORTINA 1/2 DORADO;243044605377;16;45;129;300;;02/02/2011;07/04/2016
3448;0;0;TERMINAL CORTINA 1/2 CROMADO;243044605378;16;26;129;300;;02/02/2011;02/04/2016
3447;0;0;TERMINAL CORTINA 1/2 ANONIZADO;243044605379;16;90;69;300;;02/02/2011;23/03/2016
3311;0;0;SOPORTE CORTINA 1/2 DORADO;243044605380;16;76;320;650;;02/02/2011;06/04/2016
3310;0;0;SOPORTE CORTINA 1/2 CROMADO;243044605381;16;55;324;600;;02/02/2011;17/12/2015
3309;0;0;SOPORTE CORTINA 1/2 ANONIZADO;243044605382;16;61;180;650;;02/02/2011;26/03/2016
3446;0;0;"TERMINAL CORTINA 1"" DORADO";243044605383;16;72;376;800;;02/02/2011;07/04/2016
3445;0;0;"TERMINAL CORTINA 1"" CROMADO";243044605384;16;25;397;700;;02/02/2011;31/07/2013
3444;0;0;"TERMINAL CORTINA 1"" ANONIZADO";243044605385;16;43;221;600;;02/02/2011;01/04/2016
3452;0;0;TERMINAL CORTINA 3/4 DORADO;243044605386;16;40;259;600;;02/02/2011;30/03/2016
3451;0;0;TERMINAL CORTINA 3/4 CROMADO;243044605387;16;58;259;500;;02/02/2011;09/11/2015
3450;0;0;TERMINAL CORTINA 3/4 ANONIZADO;243044605388;16;43;139;600;;02/02/2011;02/04/2016
3314;0;0;SOPORTE CORTINA 3/4 DORADO;243044605389;16;61;407;750;;02/02/2011;09/04/2016
3313;0;0;SOPORTE CORTINA 3/4 CROMADO;243044605390;16;70;401;700;;02/02/2011;26/03/2016
3312;0;0;SOPORTE CORTINA 3/4 ANONIZADO;243044605391;16;77;216;700;;02/02/2011;02/04/2016
3319;0;0;SOPORTE DOBLE 1/2 DORADO;243044605392;16;36;874;1800;;02/02/2011;29/03/2016
3318;0;0;SOPORTE DOBLE 1/2 CROMADO;243044605393;16;7;0;1600;;02/02/2011;10/11/2013
3317;0;0;SOPORTE DOBLE 1/2 ANONIZADO;243044605394;16;28;783;1600;;02/02/2011;17/02/2016
3316;0;0;"SOPORTE DOBLE 1"" DORADO";243044605395;16;27;961;2000;;02/02/2011;28/03/2016
3315;0;0;"SOPORTE DOBLE 1"" ANONIZADO";243044605396;16;21;918;2000;;02/02/2011;21/02/2016
3321;0;0;SOPORTE DOBLE 3/4 DORADO;243044605397;16;20;949;2000;;02/02/2011;09/04/2016
3320;0;0;SOPORTE DOBLE 3/4 ANONIZADOS;243044605398;16;14;856;2000;;02/02/2011;08/04/2016
3322;0;0;"SOPORTE DOBLE METALICO 1"" ANONIZADO";243044605399;16;8;0;3200;;02/02/2011;07/07/2015
3323;0;0;"SOPORTE DOBLE METALICO 1"" DORADO";243044605400;16;8;0;3200;;02/02/2011;        
3326;0;0;SOPORTE DOBLE METALICO 3/4 ANONIZADO;243044605401;16;1;0;3200;;02/02/2011;21/01/2014
3324;0;0;SOPORTE DOBLE METALICO 1/2 ANONIZADO;243044605402;16;2;0;3200;;02/02/2011;        
3325;0;0;SOPORTE DOBLE METALICO 1/2 CROMADO;243044605403;16;1;0;3200;;02/02/2011;        
3335;0;0;"SOPORTE TRIPE METALICO 1"" DORADO";243044605404;16;6;4354;8000;;02/02/2011;27/02/2016
3334;0;0;"SOPORTE TRIPE METALICO 1"" ANONIZADO";243044605405;16;5;5124;8000;;02/02/2011;06/03/2016
1110;0;0;"ARGOLLA 1"" DORADA";243044605406;16;17;194;400;;02/02/2011;25/01/2016
1109;0;0;"ARGOLLA 1"" ANONIZADA";243044605407;16;13;96;200;;02/02/2011;18/03/2016
2732;0;0;MARGARITA CORTINA DORADA;243044605408;16;27;824;2000;;02/02/2011;15/03/2016
2731;0;0;MARGARITA CORTINA ANONIZADA;243044605409;16;19;769;1500;;02/02/2011;26/03/2016
1112;0;0;ARGOLLA 1/2 DORADA;243044605410;16;30;143;300;;02/02/2011;20/02/2013
1111;0;0;ARGOLLA 1/2 ANONIZADA;243044605411;16;29;74;200;;02/02/2011;27/09/2012
1115;0;0;ARGOLLA 3/4 DORADA;243044605412;16;52;173;400;;02/02/2011;25/01/2016
1114;0;0;ARGOLLA 3/4 ANONIZADA;243044605413;16;28;0;400;;02/02/2011;15/12/2015
770603636582;0;0;BARRA AGROTEK 14 LBS;770603636582;16;0;0;42000;;02/02/2011;24/04/2012
1147;0;0;BARRA HECHIZA 12 LBS;243044605417;16;0;20000;29000;;02/02/2011;27/09/2014
1518;0;0;CAJA 8 CIRCUITOS CON NORMA TERCOL;243044605421;16;0;0;62000;;02/02/2011;20/12/2014
1517;0;0;CAJA 8 CIRCUITOS CON NORMA TERCOL;243044605422;16;2;43442;65000;;02/02/2011;02/08/2015
1515;0;0;CAJA 6 CIRCUITOS CON NORMA GMG;243044605423;16;2;22034;33000;;02/02/2011;15/01/2016
1511;0;0;CAJA 4 CIRCUITOS CON NORMA GMG;243044605424;16;0;17810;25000;;02/02/2011;17/02/2014
1512;0;0;CAJA 4 CIRCUITOS CON NORMA TERCOL;243044605425;16;2;18514;30000;;02/02/2011;09/02/2016
1508;0;0;CAJA 2 CIRCUITOS CON NORMA EXE;243044605426;16;3;13489;23000;;02/02/2011;20/02/2016
770323100446;0;0;VALVULA REGULACION PLASTICA GRICOL;770323100446;16;6;0;8000;;02/02/2011;01/02/2016
770323100447;0;0;VALVULA REGULACION METALICA GRICOL;770323100447;16;8;0;12000;;02/02/2011;17/12/2013
770323100443;0;0;LLAVE LAVADORA PLASTICA CROMO GRICOL;770323100443;16;2;4982;9000;;02/02/2011;30/11/2015
2475;0;0;LAMPARA DE MESA MT900 FIEL;243044605431;16;2;7134;14000;;02/02/2011;01/02/2015
770298608122;0;0;CARETA PARA SOLDAR DISCOVERY;770298608122;16;1;11760;18000;;02/02/2011;05/12/2015
871293451392;0;0;CARETA PARA SOLDAR MUNDIAL;871293451392;16;0;0;18000;;02/02/2011;02/12/2011
871193893266;0;0;RASTRILLO JARDIN 24 DIENTES  MP TOOLS;871193893266;16;5;7240;11500;;02/02/2011;31/03/2016
2578;0;0;LLANTA COCHE SOLA #4.80 X 400- 8;243044605436;16;6;16527;23000;;02/02/2011;29/03/2016
2577;0;0;LLANTA COCHE 400-8 4 LONAS;243044605437;16;2;9860;17000;;02/02/2011;07/10/2013
2579;0;0;LLANTA CON RIN PARA COCHE ECONOMICA;243044605438;16;1;0;34000;;02/02/2011;24/10/2011
2574;0;0;LLANTA COCHE  CON RIN MASIZA DELGADA;243044605439;16;0;30141;50000;;02/02/2011;15/03/2014
2575;0;0;LLANTA COCHE COMPLETATA DIAMANTE IMSA;243044605440;16;3;25990;40000;46400;02/02/2011;10/03/2016
2576;0;0;LLANTA COCHE  TIPO TRACTOR;243044605441;16;1;38975;80000;;02/02/2011;04/01/2014
3139;0;0;RASTRILLO JARDIN PLASTICO PEQUE¾O;243044605442;16;2;0;5000;;02/02/2011;06/08/2012
871293606830;0;0;RASTRILLO JARDIN 22 DIENTES MUNDIAL;871293606830;16;0;0;7500;;02/02/2011;23/09/2011
2836;0;0;NEUMATICO PARA COCHE #4.80 - 8;243044605445;16;0;6496;11000;;02/02/2011;05/08/2013
3177;0;0;REGULADOR GAS COMPLETO HUMCAR;243044605446;16;1;14500;30000;;02/02/2011;22/02/2016
3176;0;0;REGULADOR GAS COMPLETO AZUL;243044605447;16;33;7500;14000;;02/02/2011;05/04/2016
3174;0;0;REGULADOR  GAS SOLO AZUL;243044605448;16;30;5600;10000;;02/02/2011;05/04/2016
3178;0;0;REGULADOR GAS SOLO HUMCAR;243044605449;16;8;8500;20000;;02/02/2011;05/04/2016
2750;0;0;MEDIA LUNA HECHIZA;243044605450;16;6;5500;9000;;02/02/2011;01/04/2016
2431;0;0;HACHUELA HECHIZA;243044605451;16;4;4500;8500;;02/02/2011;20/03/2016
770031600057;0;0;ESTUCO PREPARADO X KILO BRONCO;770031600057;16;26;1188;1500;;02/02/2011;30/09/2015
2257;0;0;ESTUCO PREPARADO X KILO STUQUIM;243044605453;16;58;676;1500;;02/02/2011;07/04/2016
1671;0;0;CEMENTO BLANCO X KILO;243044605455;16;34;1080;1900;;02/02/2011;09/04/2016
1672;0;0;CEMENTO GRIS  X KILO;243044605456;16;110;518;1000;;02/02/2011;03/04/2016
1536;0;0;CAL PROMICAL X KILO;243044605457;16;7;555;1400;;02/02/2011;05/04/2016
2916;0;0;PEGACOR GRIS X KILO;243044605459;16;28;849;1500;;02/02/2011;20/07/2015
2104;0;0;DUCHA CANILLA SIN ROSCA  PLASTICA;243044605460;16;30;1500;3000;;02/02/2011;08/04/2016
2102;0;0;DUCHA CANILLA CON ROSCA CROMO;243044605461;16;43;1300;2500;;02/02/2011;06/04/2016
2101;0;0;DUCHA CANILLA CON ROSCA BLANCA;243044605462;16;31;600;2500;;02/02/2011;07/04/2016
2103;0;0;DUCHA CANILLA CON ROSCA TRANSPARENTE;243044605463;16;43;1100;2500;;02/02/2011;18/04/2016
1679;0;0;CEPILLO ALAMBRE 5X15 ACERADO;243044605464;16;5;1000;4000;;02/02/2011;05/03/2016
871192004277;0;0;CEPILLO COBRE MPTOOLS;871192004277;16;19;2436;6000;;02/02/2011;05/04/2016
770279400154;0;0;CEPILLO ACERO CACHA BLANCA;770279400154;16;2;0;5500;;02/02/2011;20/12/2012
770279400254;8909362225;0;CEPILLO ACERO CACHA MADERA;770279400254;16;4;3208;5000;;02/02/2011;24/08/2011
2342;0;0;GANCHO PERA;243044605468;16;798;50;200;;02/02/2011;29/03/2016
3624;0;0;TORTUGA REDONDA ELECTRO H;243044605469;16;4;7773;16000;;02/02/2011;08/11/2015
3625;0;0;TORTUGA OVALADA FULLKA;243044605470;16;0;13755;23000;;02/02/2011;13/11/2013
706912650922;0;0;"MACHETE BARRIGON  AGUILA  CORNETA 16""";706912650922;5;4;11130;15000;;02/02/2011;30/08/2015
1659;0;0;CAUCHO LAVADORA BAJO VARRECAUCHOS;243044605472;16;14;5200;8500;;02/02/2011;29/02/2016
2918;0;0;"PEINILLA 22"" AGUILA CORNETA";243044605473;16;6;11752;15000;;02/02/2011;14/07/2015
1658;0;0;CAUCHO LAVADORA ALTO VARRECAUCHOS;243044605474;16;12;4800;8500;;02/02/2011;12/03/2016
770691265071;0;0;"PEINILLA 20""£ AGUILA CORNETA";770691265071;5;2;11130;15000;;02/02/2011;06/03/2016
2251;0;0;ESTOPA LIMPIEZA PEQUE¾A 250 G;243044605476;16;20;1000;2000;;02/02/2011;09/04/2016
2250;0;0;ESTOPA LIMPIEZA MEDIANA X LIBRA;243044605477;16;25;2000;3600;;02/02/2011;16/03/2016
2249;0;0;ESTOPA LIMPIEZA GRANDE X KILO;243044605478;16;15;3800;7500;;02/02/2011;20/03/2016
2881;0;0;PALETA MADERA 18 X 25;243044605479;16;2;5371;9500;;02/02/2011;22/10/2015
770633500210;0;0;"MACHETE BARRIGON 20"" HERRAGRO Y COLIMA";770633500210;16;2;10017;13000;;02/02/2011;14/01/2016
2884;0;0;PALETA MADERA 12 X 25;243044605482;16;1;4000;7500;;02/02/2011;31/10/2014
2883;0;0;PALETA MADERA RECTANGULO PEQUE¾A;243044605483;16;0;0;5000;;02/02/2011;14/06/2013
3296;0;0;SOGA TESICOL 8MM;243044605486;16;8400;3;7;;02/02/2011;19/01/2016
1785;0;0;"CLAVO CAJA CONCRETO 1"" 1/2";243044605487;16;7;3181;5000;;02/02/2011;22/03/2016
1787;0;0;"CLAVO CAJA CONCRETO 2""";243044605488;16;9;3466;5500;;02/02/2011;24/03/2016
1786;0;0;"CLAVO CAJA CONCRETO 2"" 1/2";243044605489;16;14;4101;5500;;02/02/2011;13/03/2016
1788;0;0;"CLAVO CAJA CONCRETO 3""";243044605490;16;10;3466;5500;;02/02/2011;13/03/2016
1789;0;0;"CLAVO CAJA CONCRETO 3"" 1/2";243044605491;16;19;3181;5000;;02/02/2011;17/08/2015
1790;0;0;"CLAVO CAJA CONCRETO 4""";243044605492;16;9;3036;5000;;02/02/2011;29/09/2015
1791;0;0;"CLAVO CAJA PARED 1""";243044605493;16;18;3500;5500;;02/02/2011;13/03/2016
1792;0;0;"CLAVO CAJA PARED 1"" 1/2";243044605494;16;8;3466;5500;;02/02/2011;08/04/2016
1793;0;0;"CLAVO CAJA PARED 2"" 1/2 ACERO";243044605495;16;9;3181;5000;;02/02/2011;27/03/2016
1794;0;0;"CLAVO CAJA PARED 3""";243044605496;16;6;3036;5000;;02/02/2011;07/04/2016
1795;0;0;"CLAVO CAJA PARED 3"" 1/2";243044605497;16;21;2778;4500;;02/02/2011;27/11/2015
2185;0;0;ESCUADRA METALICA MARQUETERIA;243044605498;16;282;80;200;;02/02/2011;18/04/2016
745301004107;0;0;TEFLON GRANDE  SEGURITI;745301004107;16;46;1200;3000;;02/02/2011;18/04/2016
770449502951;0;0;MARCO  SEGUETA  VERA PINTADO;770449502951;16;2;0;30000;;02/02/2011;        
770449502950;0;0;MARCO  SEGUETA  VERA  CROMADO;770449502950;16;1;0;36000;;02/02/2011;10/07/2013
3371;0;0;TAPA  BOCA  NEGRO;243044605502;16;234;250;700;;02/02/2011;08/04/2016
3266;0;0;SERRUCHO CUADRO  PEQUE¾O;;16;470;40;150;;03/02/2011;09/04/2016
2876;0;0;ORINAL GRANDE;;16;1;0;136000;;03/02/2011;19/03/2015
770536118414;0;0;ORINAL PEQUE¾O;;16;1;0;0;;03/02/2011;        
1886;0;0;COMBO SANITARIO;;16;1;0;0;;03/02/2011;        
2278;0;0;EXTENSION  CHINA  5 MTS NEGRA;;16;10;1000;2000;;03/02/2011;14/03/2016
50124650;0;0;"NIVEL CLASICO METALICO GAVILAN DE 18"" DOS GOTAS";;16;1;0;22000;;03/02/2011;05/10/2014
2907;0;0;PARRILLA AZAR GAS ECONOMICA;;16;13;2200;3600;;03/02/2011;30/03/2016
3253;0;0;"ROLLO MANGUERA CAMPO 1""";;16;1;0;0;;03/02/2011;        
3254;0;0;"ROLLO MANGUERA CAMPO 1/2""";;16;1;0;0;;03/02/2011;        
2718;0;0;MANGUERA SUAN JARDIN;;16;15600;8;15;;03/02/2011;05/04/2016
2717;0;0;MANGUERA JARDIN FINA;;16;13770;11;22;;03/02/2011;07/03/2016
2726;0;0;"MANGUERA TRANSPARENTE 3/4""";;16;2500;14;45;;03/02/2011;14/12/2015
2724;0;0;"MANGUERA TRANSPARENTE  1/2""";;16;1680;7;25;;03/02/2011;27/02/2016
2721;0;0;MANGUERA NIVEL 3/8;;16;5200;6;16;;03/02/2011;20/03/2016
2720;0;0;MANGUERA NIVEL 1/4;;16;6500;3;10;;03/02/2011;01/02/2016
2722;0;0;MANGUERA NIVEL 5/16;;16;700;5;13;;03/02/2011;04/04/2016
3250;0;0;ROLLO CERRAMIENTO LBS;;16;1;0;0;;03/02/2011;        
770633500051;0;0;ALMADANA 4 LBRAS HERRAGRO;;16;6;18297;27000;;03/02/2011;01/12/2015
770691292028;0;0;ALMADANA 2 LBRAS COLIMA;;16;0;0;16000;;03/02/2011;25/01/2015
770691292029;0;0;ALMADANA 3 LBRAS COLIMA;;16;2;12992;19000;;03/02/2011;10/10/2015
2282;0;0;EXTENSION ECONOMICA 8MTROS;;16;23;1300;2600;;03/02/2011;09/04/2016
2281;0;0;EXTENSION ECONOMICA 10MTROS NEGRA;;16;24;1500;3200;;03/02/2011;01/12/2015
770363912379;0;0;BOMBA DESTAQUEAR TORNADO;;16;1;4700;10000;;03/02/2011;06/01/2016
2015;0;0;CUELLO GANZO MOVIL MESA PRISMA;;16;6;13000;22000;;03/02/2011;24/09/2015
2762;0;0;MEZCLADOR LAVAPLATOS PRISMA;;16;2;19000;30000;;03/02/2011;01/09/2014
2761;0;0;MEZCLADOR LAVAPLATOS CLASSIC  1060;;16;1;24000;38000;;03/02/2011;05/02/2016
2014;0;0;CUELLO GANZO MILLENIUM MESA  2050;;16;1;15000;25000;;03/02/2011;21/11/2015
2010;0;0;CUELLO GANZO EPOKE MESA  REF 2070;;16;3;15000;27000;;03/02/2011;29/01/2016
2016;0;0;CUELLO GANZO PARED  PRISMA;;16;3;15000;25000;;03/02/2011;16/07/2015
3162;0;0;REGILLA SIFON 4X3 VARRECAUCHOS;;16;12;1200;3000;;03/02/2011;09/03/2016
3165;0;0;"REGILLA SOSCO 2X 1"" 1/2"" PLASTICA";;16;3;0;2000;;03/02/2011;06/06/2015
3164;0;0;REGISTRO DUCHA BALTA GRIVAL;;16;5;24239;34000;;03/02/2011;15/03/2016
2776;0;0;MIPLE DUCHA CURVO BOCHERIN;;16;4;0;5000;;03/02/2011;28/10/2011
2451;0;0;INCRUSTACIONES EN ACRILICO JUEGO;;16;0;0;35000;;03/02/2011;17/08/2012
770718067034;0;0;"DUCHA REGADERA 8"" BOCHERIN";;16;0;27214;44000;;03/02/2011;09/09/2012
2110;0;0;DUCHA REGADERA VERDE BOCHERIN;;16;0;6468;10000;;03/02/2011;16/12/2012
2772;0;0;MIPLE CURVO LARGO;;16;3;9652;18000;;03/02/2011;23/06/2014
2615;0;0;LLAVE LAVAMANO BOCHERIN ALETA;;16;1;0;23000;;03/02/2011;27/02/2016
2616;0;0;LLAVE GALLETA GRIVAL;;16;3;6661;12000;;03/02/2011;07/03/2016
2594;0;0;LLAVE CON MIPLE CROMADA;;16;2;0;17500;;03/02/2011;        
2107;0;0;DUCHA REGADERA ECONOMICA;;16;2;0;4500;;03/02/2011;        
1891;0;0;CONECTORES DOS VIAS TELEDUCHA;;16;2;0;6000;;03/02/2011;        
1675;0;0;CEPILLERO ACRILICOCURVO;;16;1;0;8500;;03/02/2011;        
1674;0;0;CEPILLERO ACRILICO RECTANGULAR;;16;1;0;8500;;03/02/2011;        
2454;0;0;ISOPOS;;16;4;667;2000;;03/02/2011;23/03/2016
3345;0;0;SUICHE  CAJA VENUS;;16;6;2710;5000;;03/02/2011;26/12/2015
3497;0;0;TOMA CAJA SENCILLO VENUS;;16;4;0;6000;;03/02/2011;17/03/2013
3496;0;0;TOMA CAJA DOBLE  VENUS;;16;7;3717;7000;;03/02/2011;10/02/2016
2409;0;0;GUANTE LATEX AZUL;;16;31;1500;3000;;03/02/2011;17/09/2015
2405;0;0;"GUANTE DOMESTICO 8"" 1/2""";;16;6;1800;3500;;03/02/2011;18/03/2016
2408;0;0;GUANTE HILAZA LATEX ZUBIOLA;;16;18;4248;6500;;03/02/2011;01/04/2016
2414;0;0;GUANTE INDUSTRIAL #9 CALIBRE 25;;16;6;2900;4500;;03/02/2011;03/04/2016
2412;0;0;GUANTE INDUSTRIAL #10 CALIBRE 35;;16;20;3250;5500;;03/02/2011;01/04/2016
2413;0;0;GUANTE INDUSTRIAL #8CALIBRE 35;;16;25;3250;5500;;03/02/2011;24/03/2016
2396;0;0;GUANTE ALGODON ZUBIOLA;;16;6;1500;2500;.;03/02/2011;24/10/2015
3246;0;0;RODILLOS ESPUMA VANGOGH;;16;0;4103;7000;;03/02/2011;27/01/2016
3247;0;0;RODILLOS PARA PINTAR STANFOR;;16;8;2000;3500;;03/02/2011;10/04/2015
770279400962;0;0;RODILLO MUNDIAL;;16;0;6146;9800;;03/02/2011;28/12/2014
